Architecture    Offer                 Publisher                      Sku                                               Urn                                                                                                          Version
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-g2:26100.32690.260413                              26100.32690.260413
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-g2:26100.32860.260510                              26100.32860.260510
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-g2:26100.32995.260607                              26100.32995.260607
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-g2:26100.33158.260711                              26100.33158.260711
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-g2:26100.7171.251109                               26100.7171.251109
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-g2:26100.7462.251206                               26100.7462.251206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk:26100.32230.260111                       26100.32230.260111
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk:26100.32370.260206                       26100.32370.260206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk:26100.32522.260306                       26100.32522.260306
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk:26100.32690.260413                       26100.32690.260413
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk:26100.32860.260510                       26100.32860.260510
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk:26100.32995.260607                       26100.32995.260607
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk:26100.33158.260711                       26100.33158.260711
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk:26100.7171.251109                        26100.7171.251109
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk                    MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk:26100.7462.251206                        26100.7462.251206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk-g2:26100.32230.260111                    26100.32230.260111
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk-g2:26100.32370.260206                    26100.32370.260206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk-g2:26100.32522.260306                    26100.32522.260306
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk-g2:26100.32690.260413                    26100.32690.260413
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk-g2:26100.32860.260510                    26100.32860.260510
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk-g2:26100.32995.260607                    26100.32995.260607
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk-g2:26100.33158.260711                    26100.33158.260711
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk-g2:26100.7171.251109                     26100.7171.251109
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:WindowsServer:2025-datacenter-core-smalldisk-g2:26100.7462.251206                     26100.7462.251206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2025-datacenter-g2:26100.32230.260111                                   26100.32230.260111
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2025-datacenter-g2:26100.32370.260206                                   26100.32370.260206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2025-datacenter-g2:26100.32522.260306                                   26100.32522.260306
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2025-datacenter-g2:26100.32690.260413                                   26100.32690.260413
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2025-datacenter-g2:26100.32860.260510                                   26100.32860.260510
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2025-datacenter-g2:26100.32995.260607                                   26100.32995.260607
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2025-datacenter-g2:26100.33158.260711                                   26100.33158.260711
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2025-datacenter-g2:26100.7171.251109                                    26100.7171.251109
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-g2                                MicrosoftWindowsServer:WindowsServer:2025-datacenter-g2:26100.7462.251206                                    26100.7462.251206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk:26100.32230.260111                            26100.32230.260111
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk:26100.32370.260206                            26100.32370.260206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk:26100.32522.260306                            26100.32522.260306
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk:26100.32690.260413                            26100.32690.260413
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk:26100.32860.260510                            26100.32860.260510
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk:26100.32995.260607                            26100.32995.260607
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk:26100.33158.260711                            26100.33158.260711
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk:26100.7171.251109                             26100.7171.251109
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk                         MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk:26100.7462.251206                             26100.7462.251206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk-g2:26100.32230.260111                         26100.32230.260111
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk-g2:26100.32370.260206                         26100.32370.260206
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk-g2:26100.32522.260306                         26100.32522.260306
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk-g2:26100.32690.260413                         26100.32690.260413
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk-g2:26100.32860.260510                         26100.32860.260510
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk-g2:26100.32995.260607                         26100.32995.260607
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk-g2:26100.33158.260711                         26100.33158.260711
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk-g2:26100.7171.251109                          26100.7171.251109
x64             WindowsServer         MicrosoftWindowsServer         2025-datacenter-smalldisk-g2                      MicrosoftWindowsServer:WindowsServer:2025-datacenter-smalldisk-g2:26100.7462.251206                          26100.7462.251206
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core                              MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core:25398.1965.251112                                  25398.1965.251112
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core                              MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core:25398.2025.251204                                  25398.2025.251204
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core                              MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core:25398.2092.260109                                  25398.2092.260109
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core                              MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core:25398.2149.260206                                  25398.2149.260206
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core                              MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core:25398.2207.260303                                  25398.2207.260303
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core                              MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core:25398.2274.260411                                  25398.2274.260411
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core                              MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core:25398.2330.260507                                  25398.2330.260507
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core-g2:25398.1965.251112                               25398.1965.251112
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core-g2:25398.2025.251204                               25398.2025.251204
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core-g2:25398.2092.260109                               25398.2092.260109
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core-g2:25398.2149.260206                               25398.2149.260206
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core-g2:25398.2207.260303                               25398.2207.260303
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core-g2:25398.2274.260411                               25398.2274.260411
x64             WindowsServer         MicrosoftWindowsServer         23h2-datacenter-core-g2                           MicrosoftWindowsServer:WindowsServer:23h2-datacenter-core-g2:25398.2330.260507                               25398.2330.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:windowsserver2022:2022-datacenter:20348.4405.251105                                   20348.4405.251105
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:windowsserver2022:2022-datacenter:20348.4529.251205                                   20348.4529.251205
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:windowsserver2022:2022-datacenter:20348.4648.260108                                   20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:windowsserver2022:2022-datacenter:20348.4773.260206                                   20348.4773.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:windowsserver2022:2022-datacenter:20348.4893.260303                                   20348.4893.260303
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:windowsserver2022:2022-datacenter:20348.5020.260413                                   20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:windowsserver2022:2022-datacenter:20348.5139.260507                                   20348.5139.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:windowsserver2022:2022-datacenter:20348.5256.260607                                   20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter                                   MicrosoftWindowsServer:windowsserver2022:2022-datacenter:20348.5386.260711                                   20348.5386.260711
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition:20348.4405.251105                     20348.4405.251105
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition:20348.4529.251205                     20348.4529.251205
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition:20348.4648.260108                     20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition:20348.4773.260206                     20348.4773.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition:20348.4893.260303                     20348.4893.260303
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition:20348.5020.260413                     20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition:20348.5139.260507                     20348.5139.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition:20348.5256.260607                     20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition                     MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition:20348.5386.260711                     20348.5386.260711
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core:20348.4346.251106                20348.4346.251106
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core:20348.4529.251206                20348.4529.251206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core:20348.4648.260108                20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core:20348.4711.260206                20348.4711.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core:20348.4830.260305                20348.4830.260305
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core:20348.5020.260413                20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core:20348.5074.260507                20348.5074.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core:20348.5256.260607                20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core:20348.5386.260711                20348.5386.260711
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core-smalldisk:20348.4346.251106      20348.4346.251106
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core-smalldisk:20348.4529.251206      20348.4529.251206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core-smalldisk:20348.4648.260108      20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core-smalldisk:20348.4711.260206      20348.4711.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core-smalldisk:20348.4830.260305      20348.4830.260305
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core-smalldisk:20348.5020.260413      20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core-smalldisk:20348.5074.260507      20348.5074.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core-smalldisk:20348.5256.260607      20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-core-smalldisk      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-core-smalldisk:20348.5386.260711      20348.5386.260711
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch:20348.4346.251106            20348.4346.251106
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch:20348.4529.251206            20348.4529.251206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch:20348.4648.260108            20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch:20348.4711.260206            20348.4711.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch:20348.4830.260305            20348.4830.260305
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch:20348.5020.260413            20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch:20348.5074.260507            20348.5074.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch:20348.5256.260607            20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch            MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch:20348.5386.260711            20348.5386.260711
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.4346.251106  20348.4346.251106
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.4529.251206  20348.4529.251206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.4648.260108  20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.4711.260206  20348.4711.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.4830.260305  20348.4830.260305
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.5020.260413  20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.5074.260507  20348.5074.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.5256.260607  20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-hotpatch-smalldisk  MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-hotpatch-smalldisk:20348.5386.260711  20348.5386.260711
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-smalldisk:20348.4405.251105           20348.4405.251105
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-smalldisk:20348.4529.251205           20348.4529.251205
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-smalldisk:20348.4648.260108           20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-smalldisk:20348.4773.260206           20348.4773.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-smalldisk:20348.4893.260303           20348.4893.260303
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-smalldisk:20348.5020.260413           20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-smalldisk:20348.5139.260507           20348.5139.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-smalldisk:20348.5256.260607           20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-azure-edition-smalldisk           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-azure-edition-smalldisk:20348.5386.260711           20348.5386.260711
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core:20348.4405.251105                              20348.4405.251105
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core:20348.4529.251205                              20348.4529.251205
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core:20348.4648.260108                              20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core:20348.4773.260206                              20348.4773.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core:20348.4893.260303                              20348.4893.260303
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core:20348.5020.260413                              20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core:20348.5139.260507                              20348.5139.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core:20348.5256.260607                              20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core                              MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core:20348.5386.260711                              20348.5386.260711
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-g2:20348.4405.251105                           20348.4405.251105
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-g2:20348.4529.251205                           20348.4529.251205
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-g2:20348.4648.260108                           20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-g2:20348.4773.260206                           20348.4773.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-g2:20348.4893.260303                           20348.4893.260303
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-g2:20348.5020.260413                           20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-g2:20348.5139.260507                           20348.5139.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-g2:20348.5256.260607                           20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-g2                           MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-g2:20348.5386.260711                           20348.5386.260711
